rating,stars,pitches,type,city,state
Warm Up 2,V1+,3.7,,Boulder,Central Sandstone,Wisconsin
TP for Cornholio,5.10c,3.7,1,Sport,North America,International
Subtle Caress,5.12a/b,3.0,1,Sport,WM: Cliff Drive,Missouri
Sinister Minister,V3,3.7,,Boulder,Lyons,Colorado
House of Cards,5.11 PG13,3.7,7,Trad,Wasatch Range,Utah
Pali Gap,5.7,2.2,1,Sport,Southern Arizona,Arizona
Your Flesh is Weak,5.10c,2.9,1,Sport,Southern Arizona,Arizona
Shadows of the Mind,5.9,3.0,1,Sport,Southern Arizona,Arizona
Digital Stimulation,5.10c,2.8,1,Sport,Lander Area,Wyoming
It Gets Nervous,V5,3.6,,Boulder,Governor Dodge State Park,Wisconsin
Wound2Tight,5.9+,3.1,1,Sport,Southern Arizona,Arizona
Grunge and Ashes,5.7,2.7,1,Sport,Southern Arizona,Arizona
Dorsey-O'Donoghue Direct,5.10,4.0,3,Trad,South Platte,Colorado
The Butt,5.10,2.0,1,Trad,Durango,Colorado
Thumb Action,5.11a R,3.0,1,"Trad, TR",Los Alamos & White Rock,New Mexico
Basic Black,5.10a,3.7,,Sport,North America,International
Cave Dweller's,5.6,2.5,2,Sport,Southern Arizona,Arizona
Lousianna Bubble Bath,5.11c,4.0,1,Trad,*Cathedral Ledge,New Hampshire
Third Gully,5.4,2.4,1,TR,Durango,Colorado
Smoke Signal,5.10c,3.5,1,Sport,Lake Tahoe,California
Prime Rib,5.9+,3.9,,"Trad, TR",Devil's Lake,Wisconsin
Sand_Castles,5.10,5.0,3,Trad,Northern Arizona,Arizona
Central Pillar of Pitchoff,WI4,4.0,1,Ice,Adirondacks,New York
China Dragon Right,5.7,2.7,,"Trad, TR",*Pawtuckaway,New Hampshire
Wasted Asparagus,5.7,2.7,1,Sport,Durango,Colorado
Highlander,5.10b,3.2,1,Sport,Sierra Eastside,California
Cool For Cats,5.10b,3.3,1,Sport,Sierra Eastside,California
Claw Marks,5.8-,2.9,1,Trad,Central Valley,Connecticut
Block of Ages,5.5,2.0,1,Trad,Central Valley,Connecticut
Evolution,V2-,2.8,,Boulder,WM: Swope & Surrounding Blue River Limestone,Missouri
Gray Matter,5.11,4.5,1,Sport,Telluride/Norwood area,Colorado
Tafoni,5.8-,3.5,,Trad,Lake Lincoln,Arkansas
Left Arete,V4,4.3,,Boulder,South Platte,Colorado
Space Boy Elroy,5.13c,4.3,1,Sport,Durango,Colorado
Hocus Focus,5.12a,4.7,2,Trad,Closed,North Carolina
Cirque du Sauve,5.10b,3.3,1,Sport,Lander Area,Wyoming
Flat Track,5.11,3.3,2,Sport,Durango,Colorado
Miner's Delight,5.11c/d,3.3,,Sport,Lander Area,Wyoming
Two tickets to paradise,V8,4.0,,Boulder,Governor Dodge State Park,Wisconsin
La Nuevo Esperanza,5.12c/d,5.0,1,Trad,Independence Pass,Colorado
Steel Nuts,5.8,3.8,1,Sport,Steamboat Springs,Colorado
Mama Bear,5.11a R,3.6,1,Trad,Lake Tahoe,California
"Snap, Crackle, and Hops",5.10+ PG13,3.0,1,Sport,Estes Park Valley,Colorado
Rock de Jours,5.8 X,3.3,3,Trad,*Rumney,New Hampshire
Ladder Gully,5.1,0.0,,Trad,Europe,International
Bee Line,5.7 PG13,3.6,2,Trad,Central Coast,California
Where You Been?!,5.12a,4.0,,Sport,The Needles Of Rushmore,South Dakota
Taliban Blues,5.9-,3.9,3,Trad,Leadville,Colorado
Riddler Right,5.8 PG13,3.0,1,Trad,Estes Park Valley,Colorado
Two Hoofers,5.12,4.0,7,Trad,Yosemite National Park,California
Tendonitis,WI3+,3.7,1,Ice,Adirondacks,New York
Sultana Ridge,,4.0,,Alpine,Interior Alaska/Alaska Range,Alaska
Problem C,V4,5.0,,Boulder,Northeast California,California
Problem A,V-easy,2.0,,Boulder,Northeast California,California
Problem F,V5,4.0,,Boulder,Northeast California,California
Wowzers Castle,V3-4,4.0,,Boulder,Rapid City Area,South Dakota
Panty Liner,5.10,4.3,2,Trad,Telluride/Norwood area,Colorado
Wasted Wilderness,V1,2.0,,Boulder,Southern NH and Seacoast,New Hampshire
Stoner's Stem,V-easy,0.0,,Boulder,Rapid City Area,South Dakota
I'm Already Bored with the New Millennium,5.8,2.0,1,Trad,Joshua Tree National Park,California
Square Root,5.8,2.2,1,Trad,Joshua Tree National Park,California
Deferred Judgement,V3,3.0,,Boulder,Governor Dodge State Park,Wisconsin
Stockings On The Mantle,5.11,3.3,2,Trad,Cedar Rock,North Carolina
Unnatural,5.11-,3.5,1,Sport,Reimer's Ranch,Texas
Food Frenzy,5.11b,3.7,1,Sport,North America,International
The Smear,WI3 M2-3,2.7,,"Trad, TR, Mixed, Ice",Twin Cities Ice (MSP/STP),Minnesota
Homer's Odyssey,WI4,4.0,,"Trad, TR, Ice",Twin Cities Ice (MSP/STP),Minnesota
Walpurgisnacht,5.11-,3.3,1,Sport,Boulder,Colorado
Warmup 1 aka Bam Bam,5.10a,2.8,1,Sport,Durango,Colorado
The Vampire,5.13a R,5.0,1,Trad,Independence Pass,Colorado
Virga,5.13c/d,3.5,,Sport,Lander Area,Wyoming
Bonsai,5.10a,3.7,1,Sport,Durango,Colorado
Reflections of Fall,5.9,4.5,1,Trad,Central Valley,Connecticut
Shiver Me Timbers,5.10a,3.0,1,Sport,Estes Park Valley,Colorado
Smoke a Fatty,5.11- V2,3.7,,"Trad, TR, Boulder",South Platte,Colorado
Loosy Goosy,5.9,3.6,1,Trad,Sand Rock,Alabama
The Garden Route,5.10a,3.4,,Sport,Jackson Falls,Illinois
No Dogs Allowed,5.12b,3.7,,Sport,Jackson Falls,Illinois
Novacaine,5.8,3.6,1,Trad,Uinta Mountains,Utah
Green Eggs and Ham,5.8+,4.0,1,Trad,Uinta Mountains,Utah
Treebeard,5.8-,4.0,1,Trad,Horseshoe Canyon Ranch,Arkansas
Championship Wrestling,5.9,2.5,1,Trad,Crowders Mountain,North Carolina
Arioso,5.11b,2.7,1,Sport,Rifle,Colorado
Totem,5.11a,3.7,3,Trad,Seneca Rocks,West Virginia
Scramabelle,5.9,4.0,1,Trad,Central Arizona,Arizona
Blast,5.11a,2.0,,Sport,Los Angeles Basin,California
Genocide,5.12a,3.3,,"Sport, Chipped",Northern Arizona,Arizona
Secret Ingredient,5.7,4.0,1,Trad,Red Rock,Nevada
Poking Lois,5.11d,4.0,1,Sport,Ten Sleep Canyon,Wyoming
Bones Brigade,5.10a,1.8,1,Sport,Lander Area,Wyoming
Dike Pinnacle North Face,5.9+,3.0,4,"Trad, Alpine",Grand Teton National Park,Wyoming
New Policy,5.10,3.5,1,Sport,Crowders Mountain,North Carolina
Heat Sensitive,5.12 PG13,3.5,1,Sport,Yosemite National Park,California
Christmas Present,5.8,2.5,1,Trad,Crowders Mountain,North Carolina
Welcome to Duluth,V10+,0.0,,Boulder,Duluth Area (Rock and Ice),Minnesota
Praying Mantle,5.9 R,0.0,1,Trad,Shenandoah National Park,Virginia
The Deal,5.11d,3.9,1,Sport,Colorado Springs,Colorado
Costello,5.11a,3.5,1,Sport,Rifle,Colorado
Goat Food,5.11-,3.0,5,"Trad, Alpine",Alpine Rock,Colorado
Barnacle,5.10a,2.3,1,Sport,Wasatch Range,Utah
Radioactive Porksickle,5.13-,5.0,2,Trad,Moab Area,Utah
Main Chimney,5.7,2.9,1,"Trad, TR",Willamette Valley,Oregon
38 Special,5.10a,2.8,1,Sport,Foster Falls,Tennessee
The Shreader,V1-2,3.5,,Boulder,Morrison/Evergreen,Colorado
Center Flake,V0-1,3.0,,Boulder,Morrison/Evergreen,Colorado
Adultery,5.7+,3.2,1,Trad,Cedar Rock,North Carolina
Unknown Double Dyno,V2,3.5,,Boulder,Colorado Springs,Colorado
Finer Niner,5.9,3.4,,Sport,City of Rocks,Idaho
Left Face,V1-2,2.9,,Boulder,Black River Falls,Wisconsin
Dunn's Dihedral,5.8,3.9,2,Trad,Gunnison,Colorado
Slim Jim,V4,4.6,,Boulder,Morrison/Evergreen,Colorado
Idiot's Deluxe,5.10c/d,3.8,,Sport,*Rumney,New Hampshire
Whimpsicle,WI4+,5.0,,Ice,North America,International
Off the Edge,5.11d,2.0,1,Sport,Independence Pass,Colorado
Randy's Polka,5.11d,3.0,1,Sport,Wasatch Range,Utah
Hook and Ladder,5.6,2.6,1,Sport,San Bernardino Mountains,California
Snelled Hook,5.8,2.6,1,Sport,San Bernardino Mountains,California
Bullish,5.10a,3.2,1,Sport,San Bernardino Mountains,California
Elephant's Trunk,V5+,4.1,,Boulder,Morrison/Evergreen,Colorado
Squids in Blue,5.6,2.4,1,Trad,San Bernardino Mountains,California
Captain Cod Piece,5.11c,4.0,1,Trad,South Platte,Colorado
PBR Me,5.12a,3.0,1,Sport,South Platte,Colorado
Kayla's Way,5.10c/d,3.5,1,Sport,South Platte,Colorado
Aqueous,5.8,3.0,1,Sport,Wasatch Range,Utah
Frankenstein,5.13c,3.0,1,"Sport, Chipped",Rifle,Colorado
In The Zone,V4,4.1,,Boulder,Duluth Area (Rock and Ice),Minnesota
Crisis? What Crisis?,5.10b,3.7,,Sport,Asia,International
Eye of Providence South,V0,2.7,,Boulder,Grand Junction Area,Colorado
Run Away,5.8,2.5,2,Sport,Asia,International
Pete's Downclimb,5.6,3.2,1,Trad,"New Mexico, other Northern Areas",New Mexico
3rd Crack Over,5.8+ R,3.5,,Trad,Wasatch Range,Utah
Unknown,V-easy,3.0,,Boulder,South Platte,Colorado
The Remedy,V4,3.8,,Boulder,*Pawtuckaway,New Hampshire
Ruffio,5.12a,2.0,,Sport,Enchanted Tower,New Mexico
Stemmin' Ms,5.12a,4.7,,Sport,Central Region,Washington
Buff the Wood,5.12b,4.5,1,Sport,Red River Gorge,Kentucky
Trailside,V1,2.5,,Boulder,*Pawtuckaway,New Hampshire
King of the Mountain,5.13a,4.0,6,"Trad, Sport, Alpine",Empire,Colorado
To Bolt or Not to Bee,5.10b/c PG13,4.0,4,Trad,North America,International
Nard Gargler,V2+,4.0,,Boulder,Los Alamos & White Rock,New Mexico
Kuntz,5.10a,2.0,1,Trad,Durango,Colorado
Unnamed 2,5.11d,3.0,1,"Trad, Sport",Durango,Colorado
Make My Day,V3+,3.8,,Boulder,Morrison/Evergreen,Colorado
Letterbomb,V2,3.0,,Boulder,*Pawtuckaway,New Hampshire
Reef Lightly,5.11-,3.0,,Sport,Northern Arizona,Arizona
Skin the thief,5.10a PG13,3.0,1,Sport,The New River Gorge,West Virginia
Woman Overboard,5.8,2.4,1,Sport,*Rumney,New Hampshire
Twice As Nice,5.8-,3.2,2,Sport,Southern Arizona,Arizona
Delirious,5.11b,4.0,1,Sport,Inland Empire,California
Just Barely,5.11b PG13,3.7,,"Trad, Sport",Southern Sierra,California
Rubber Chicken,5.6,3.3,1,Sport,Horseshoe Canyon Ranch,Arkansas
Swamp Rat,5.8,4.4,1,Sport,Horseshoe Canyon Ranch,Arkansas
Machine World,5.11c V3,4.3,,Boulder,Yosemite National Park,California
The Great Divide,5.12c,5.0,4,Sport,Ferris Mountains,Wyoming
Young Crankenstein,5.11d,3.8,,Sport,North America,International
Wonders Never Cease,5.10c R,4.0,2,Trad,*Whitehorse Ledge,New Hampshire
Problem F,V2,2.0,,Boulder,Sierra Eastside,California
Cranking the Crack Pipe,V3 PG13,3.3,,Boulder,Duluth Area (Rock and Ice),Minnesota
Warmup Boulder,V0,2.0,,Boulder,San Luis Valley,Colorado
Unnamed Dihedral,5.9,3.0,1,Trad,Boulder,Colorado
Psychobabble,5.10b,2.6,,Trad,Shenandoah National Park,Virginia
Home Water Birth,V2,3.5,,Boulder,Duluth Area (Rock and Ice),Minnesota
Product of the Southwest,V6,4.3,,Boulder,Governor Dodge State Park,Wisconsin
Rapture Of The Honeybees,5.10-,3.0,1,Trad,Estes Park Valley,Colorado
Lost Arrow Spire - SE Ridge,5.8,3.0,,TR,Devil's Lake,Wisconsin
St. Vitus' Dance,5.10d,4.4,1,Sport,"Central-East Cascades, Wenatchee, & Leavenworth",Washington
The Iron Cross,V3,3.0,,Boulder,Closed,North Carolina
Wake and Bake,5.11d,3.7,1,Sport,Maple Canyon,Utah
Say Hello,5.10a,3.4,1,Sport,Carbondale Area,Colorado
Blue Skies,5.10c,2.3,1,Sport,Ozark Wildlife Area,Iowa
Blastoid,5.10a,0.0,1,Sport,Ozark Wildlife Area,Iowa
Bovine Blowout,5.10d,2.8,1,Sport,WM: Cliff Drive,Missouri
Route to Root,5.4,2.0,1,Trad,*Whitehorse Ledge,New Hampshire
Crazy Dave's Roof Problem,V1,3.0,,Boulder,Closed,North Carolina
Pocket Problem,V2,3.7,,Boulder,Devil's Lake,Wisconsin
West Face of Lake Boulder,V2,3.1,,Boulder,Devil's Lake,Wisconsin
2 Chicken Butts,5.9,2.8,,Sport,Red River Gorge,Kentucky
NW Corner of Lake Boulder,V2,3.0,,Boulder,Devil's Lake,Wisconsin
The Slab,V6,4.4,,Boulder,Northern Arizona,Arizona
Aloha Far Left,V3,3.1,,Boulder,Northern Arizona,Arizona
Pinches,V5,3.0,,Boulder,Northern Arizona,Arizona
Pig Pen,V2,3.4,,Boulder,Sierra Eastside,California
Hell is for Children,5.6,2.9,1,Sport,Wasatch Range,Utah
Wow Is Me,V0-,2.9,,Boulder,Sierra Eastside,California
Thin Crack,V4,3.0,,Boulder,Devil's Lake,Wisconsin
Cat Burglar,5.7,4.0,14,Trad,"New Mexico, other Northern Areas",New Mexico
Hysteria,5.11b,4.2,,Sport,Barton Creek Greenbelt,Texas
Pretty Woman,5.10a,3.7,1,Sport,Golden,Colorado
Toad Abode,V3 M4,3.0,,"Boulder, Mixed",Los Alamos & White Rock,New Mexico
Toad Warrior,V4+ M5,3.0,,"Boulder, Mixed",Los Alamos & White Rock,New Mexico
Vibrator Dependent,WI4+,3.0,1,"Trad, Ice",Los Alamos & White Rock,New Mexico
Tin Medusa Left,V2,3.0,,Boulder,Sierra Eastside,California
Headbangers Ball,V1,2.8,,Boulder,Sierra Eastside,California
Face Off,V2,3.0,,Boulder,Joshua Tree National Park,California
Perverted Inspiration,5.10c R,3.6,,"Trad, TR",Devil's Lake,Wisconsin
Pumpkin Spice,5.10a PG13,3.8,1,Trad,Jamestown,Alabama
The 7th Way,5.11-,3.9,5,Trad,Wasatch Range,Utah
John Barleycorn,5.10b,2.0,1,Sport,Maple Canyon,Utah
Rocket Man,5.11b,3.2,1,Sport,Maple Canyon,Utah
Champagne Jam,5.10a,4.1,1,Trad,Closed,North Carolina
Problem B,V0,3.0,,Boulder,Sierra Eastside,California
Manatee Fluid,5.9+,4.1,4,Trad,Laurel Knob,North Carolina
The High Life,5.12a,4.5,,Sport,Northern Arizona,Arizona
Mr. Todd,V2+,3.0,,Boulder,*Pawtuckaway,New Hampshire
Poor Albert,V1,3.4,,Boulder,*Pawtuckaway,New Hampshire
Only a Cardinal,V2,2.8,,Boulder,*Pawtuckaway,New Hampshire
Altered Alter Boy,5.7+,0.0,,Trad,Wasatch Range,Utah
Mondo Wall,V4 PG13,3.0,,Boulder,Sierra Eastside,California
The Todd Daniels Low Traverse,V5-,3.3,,Boulder,Sierra Eastside,California
Take Two (4),5.6,2.0,2,Trad,South America,International
The Tax Is Too Steep,5.9,3.1,1,"Sport, TR",Clifton Crags,Maine
Osama,V6,3.9,,Boulder,Sierra Eastside,California
Osama Sit-Start Eliminate,V10,2.0,,Boulder,Sierra Eastside,California
Once the Bullet Leaves...,V0+,2.0,,Boulder,Sierra Eastside,California
Lost Souls,5.8,2.7,1,"Trad, Sport",Boulder,Colorado
The Knob,5.10a,2.6,1,Sport,Central Oregon,Oregon
Problem C,V4 PG13,2.0,,Boulder,Sierra Eastside,California
Pokemon,V4,3.0,,Boulder,Sierra Eastside,California
Hand to Hand Combat Traverse,V7,3.3,,Boulder,Sierra Eastside,California
Ward off,5.11b,4.3,,Sport,Indian Bluffs,Iowa
Freely Given,5.8,3.5,1,"Sport, TR",Q'Emilin Park,Idaho
Crack Alley,V1-2,3.2,,Boulder,Joshua Tree National Park,California
Hangers Regained,5.10a,3.0,1,Sport,Canon City,Colorado
Back in Yaks,5.9,2.0,1,"Trad, TR",Boulder,Colorado
Toe Jams,5.5,3.4,1,"Trad, TR",Redrock and vicinity,Massachusetts
Magnificent Bastard,V5,3.3,,Boulder,*Pawtuckaway,New Hampshire
Slide,5.6 R,3.5,1,Trad,Sam's Throne & Surroundings,Arkansas
11:11,5.11b,3.5,1,Trad,Red River Gorge,Kentucky
Alpine Dihedral,5.8+,4.4,1,Trad,Obed & Clear Creek,Tennessee
Looney Binge,5.12c,5.0,1,Sport,Sierra Eastside,California
High Roller,5.11c,4.4,2,Sport,*Rumney,New Hampshire
Spider,5.9,3.2,,"Trad, TR",Eastern Coastal Slope,Connecticut
The Virus,5.12a,2.8,1,Sport,Golden,Colorado
Galengrat-verschneidung 5c,5.9,4.3,9,"Trad, Sport",Europe,International
Distance Overhang Sit Start,V6-7,3.3,,Boulder,Denver South,Colorado
Classic Crack,V2,2.9,,Boulder,*Pawtuckaway,New Hampshire
Entrance Exam,V1,2.5,,Boulder,Colorado Springs,Colorado
Crisco Crack,5.7,2.0,1,Trad,Wasatch Range,Utah
Creeper,V5,3.7,,Boulder,Horse Pens 40,Alabama
Cadillac Thrills,V9,3.5,,Boulder,Temp HP40,Alabama
Two Bits,V3,3.0,,Boulder,*Pawtuckaway,New Hampshire
Bucket Head,5.12b,4.8,,Sport,Rapid City Area,South Dakota
American Pie,V8,4.0,,Boulder,Horse Pens 40,Alabama
Recycled Love,5.10+,4.7,1,Sport,The Needles Of Rushmore,South Dakota
Problem A,V1+,3.3,,Boulder,San Jacinto Mountains,California
Scoop Problem,V2,3.0,,Boulder,San Jacinto Mountains,California
The Flake,V2,3.0,,Boulder,North America,International
Curly,5.11-,3.2,1,Sport,Joshua Tree National Park,California
The Incredible Butt Crack,5.12-,5.0,1,Trad,Moab Area,Utah
Short Leash,5.9,2.0,1,"Trad, Sport",Sierra Eastside,California
Whack-A-Mole,5.11a/b X,3.0,,Trad,*Cathedral Ledge,New Hampshire
The Centaur,V12,4.0,,"Boulder, Alpine",Alpine Rock,Colorado
Blood Beach,5.11b,3.7,,Sport,North America,International
Creepers,5.11c/d,3.0,,Sport,North America,International
Repoman,5.11c,2.0,,Sport,North America,International
Evil Dead,5.11d,0.0,,Sport,North America,International
Grease,5.11b,3.3,,Sport,Spearfish Canyon,South Dakota
Zippy the Pinhead,V0+,3.1,,Boulder,Joshua Tree National Park,California
Sweet Surprise,V0-,2.0,,Boulder,Joshua Tree National Park,California
Gizmodo,V1+,3.0,,Boulder,Joshua Tree National Park,California
Strictly Commercial,5.7,3.0,1,Sport,Southern Arizona,Arizona
One Size Fits All,5.9-,2.9,1,Sport,Southern Arizona,Arizona
S'more Energy,5.11c,4.0,1,Sport,The New River Gorge,West Virginia
Unnamed 5.10- w/ LF corner capped by roof,5.10-,3.6,1,Trad,Moab Area,Utah
Variety Pack,5.11+,5.0,1,Trad,Moab Area,Utah
Carpenter's Corner,5.8,1.7,2,Trad,Estes Park Valley,Colorado
Waterboarding,5.12,3.5,1,Sport,Boulder,Colorado
GI Joe,5.9,2.7,1,Trad,Colorado Springs,Colorado
Central pillar,5.9+,3.0,10,Trad,Europe,International
The Cranking,V9,5.0,,Boulder,South Central PA,Pennsylvania
Ah-Ah Arete,5.11b,4.0,1,Sport,Taos Area,New Mexico
Dicey For A Deuce,V2,3.7,,Boulder,Central Sandstone,Wisconsin
Yosemite Sam,5.4,2.7,1,Trad,Joshua Tree National Park,California
Zits,5.8+ PG13,3.4,1,Sport,Redrock and vicinity,Massachusetts
"Next Time, Send a Card",5.11a,3.6,1,Sport,CM: Providence,Missouri
Night Fever,V1+,4.3,,Boulder,Horse Pens 40,Alabama
Distractions,V8,3.0,,Boulder,Temp HP40,Alabama
Moon Arete,V6+,4.0,,Boulder,Horse Pens 40,Alabama
Three Horns,5.8,2.8,,"Trad, TR",CM: Capen Park,Missouri
Ariel,5.11d,4.7,,Sport,Camden Hills,Maine
Arete,5.10b,3.0,,Sport,Camden Hills,Maine
Tilted Arc,5.12b,4.0,,Trad,Camden Hills,Maine
Igor Prince of Poodles,5.11+ R,3.5,1,Trad,Joshua Tree National Park,California
Flying Jib,5.7,0.0,,Trad,Oceania,International
Vandala,V1,3.5,,Boulder,Horse Pens 40,Alabama
Jen Problem,V2,3.3,,Boulder,Temp HP40,Alabama
Sierzant Problem,V7,3.0,,Boulder,Temp HP40,Alabama
Seka's Specialty,V2 PG13,4.0,,Boulder,Hueco Tanks,Texas
Schadenfraud,V5,3.4,,Boulder,Hueco Tanks,Texas
Paper Planes,V7 PG13,4.0,,Boulder,Morrison/Evergreen,Colorado
Cream of sumyounguy,5.13c,3.5,,Sport,Rapid City Area,South Dakota
Dark Side of the Moon,5.8 PG13,2.6,2,"Trad, Sport, TR",Central Coast,California
Optimus Prime,5.9+,3.9,1,Trad,Leda,Tennessee
Quail's Gamble,5.7 X,2.0,1,Trad,Red Rock,Nevada
Abe's a Bitch,5.10a/b,3.1,1,Sport,Alberton Rest Stop,Montana
Big Howie,5.12a,4.4,,Sport,Taos Area,New Mexico
High Hard One,5.9+,2.9,1,Sport,Boulder,Colorado
Amalgamation,5.10a,4.0,1,Trad,Taos Area,New Mexico
Viva Las Vegas,5.11d,4.0,,Sport,Mount Magazine State Park,Arkansas
Nice Tooth,5.13a,4.5,,Sport,Shagg Crag,Maine
Hot Pink Hummer Tour,5.10+ R,5.0,2,Trad,Northern Arizona,Arizona
Rodeo Ride,5.10a,2.5,,Trad,Sand Rock,Alabama
Ascension,5.11b/c,3.5,,Sport,Sand Rock,Alabama
Seduction,5.13a,4.3,1,Sport,Inland Empire,California
Unknown Bumblie,5.11b/c,3.8,,Sport,City of Rocks,Idaho
Miner Delay,5.9+,2.0,1,Trad,Taos Area,New Mexico
Hippie Crack,5.10-,4.0,1,Trad,Taos Area,New Mexico
Eldo of the People,5.12a/b,3.0,1,Sport,Boulder,Colorado
Fatironette,4th,2.6,1,Trad,Boulder,Colorado
Swank Nostalgia,5.12a,4.3,1,Sport,Inland Empire,California
Checkpoint Bravo,5.10c/d,3.0,1,Sport,Boulder,Colorado
Crack Traverse,V4-5,3.5,,Boulder,Jemez Valley Area,New Mexico
Cave,V2,2.3,,Boulder,Jemez Valley Area,New Mexico
Cirque de Poudre,5.12c,4.0,1,Sport,Fort Collins,Colorado
Rain Man,V4,3.0,,Boulder,*Rumney,New Hampshire
Roll the Bones,5.12-,2.8,1,Sport,Fort Collins,Colorado
Goliath's Groove,5.11,4.0,5,Trad,San Rafael Swell,Utah
Spit,5.10c,3.0,1,Sport,Reno and Carson City,Nevada
Snow White,5.12a/b,3.0,,Sport,Buzzard Point,Tennessee
Peter's Dihedral,V-easy,1.7,,Boulder,Mankato Area Bouldering (Mankato),Minnesota
Time Takes a Cigarette,5.9,3.3,1,Trad,The Tennessee Wall,Tennessee
Waste of Time,5.10,2.0,1,Sport,Reno and Carson City,Nevada
Priapism,V9,4.0,,Boulder,Reno and Carson City,Nevada
Bomb Squad,V8,4.0,,Boulder,Reno and Carson City,Nevada
Deep Six,5.12b,4.9,,Sport,Red River Gorge,Kentucky
Teaser,5.9,3.0,2,Trad,Northern Arizona,Arizona
Gobies for Gumbies,5.11a,4.7,1,Trad,Red Rock,Nevada
V0,V0,2.0,,Boulder,Reno and Carson City,Nevada
Cave Out,V2,2.7,,Boulder,Reno and Carson City,Nevada
Golgotha,5.11b PG13,4.0,1,Trad,Central Oregon,Oregon
PBR,V4,2.8,,Boulder,*Rumney,New Hampshire
Port Face,V0,3.1,,Boulder,*Rumney,New Hampshire
The Link,5.10,5.0,,Trad,Europe,International
Peedunckle,V0,3.0,,Boulder,*Rumney,New Hampshire
Run Like Hell,5.10,4.4,1,Trad,Moab Area,Utah
Nickel & Dime,5.11a,3.1,1,Sport,Canon City,Colorado
Roll the Dice,V5,3.6,,Boulder,Joe's Valley,Utah
Mud Shark,5.7+,3.0,1,Sport,Southern Arizona,Arizona
Chitirefic,V1-2,2.7,1,Boulder,Hitchiti Boulders,Georgia
Blood of the Dead (sangre de los muertos),5.11b,3.7,,Sport,Reimer's Ranch,Texas
The Chute,5.4,2.5,1,"Trad, Sport",Central Arizona,Arizona
Firebird,5.7,4.1,5,Trad,San Rafael Swell,Utah
Teaching Left,5.9,2.6,1,TR,Central Coast,California
Buttery Flake,V0-,2.2,1,Boulder,Hitchiti Boulders,Georgia
Rage in Eden,5.12b/c,4.0,1,Sport,Reno and Carson City,Nevada
Skull and Crossbones,5.9,3.2,,Trad,Reno and Carson City,Nevada
Big Pickle,V7-8,4.0,,Boulder,Fort Collins,Colorado
Panama,V3,2.5,,Boulder,Joshua Tree National Park,California
Sticky Fingers,5.10d,4.3,1,Trad,Wasatch Range,Utah
Chock Stone,5.8,2.8,1,"Trad, TR",San Francisco Bay Area,California
UNR Crack,5.7,3.6,1,Trad,Lake Tahoe,California
Spring Break,5.8,3.9,1,Trad,Lake Tahoe,California
On Safari,5.7,2.7,1,Trad,Lake Tahoe,California
"Straight, No Chaser",5.10b,3.4,,Trad,Central Coast,California
Mammoth Poaching,5.10b,3.6,,Sport,Central Coast,California
I Believe I Can Fly,5.8,3.0,1,Sport,North America,International
Ballbearings Under Foot,5.10a PG13,2.5,1,Trad,Joshua Tree National Park,California
Cracka ass Cracka,5.11d,5.0,1,Trad,Central Arizona,Arizona
Dyno-Saur,V2,4.0,,Boulder,Reno and Carson City,Nevada
What's the Combo?,5.11d,3.2,1,Sport,Canon City,Colorado
Estimated Prophet,V-easy,2.0,,Boulder,Joshua Tree National Park,California
The Wall,5.9,4.0,,Trad,Reno and Carson City,Nevada
Irish Need Not Apply,5.10+,3.7,,Sport,Taos Area,New Mexico
"Oh, Danny Boy",5.10,3.0,,Sport,Taos Area,New Mexico
Bond Street,5.9,4.3,2,Trad,Europe,International
Pop the Clutch Jane,V0,3.0,,Boulder,Reno and Carson City,Nevada
Thenar Sit,V1-,2.3,1,Boulder,Juliette Boulders,Georgia
Pigs' Feat,5.10b,3.0,1,Sport,San Francisco Bay Area,California
Cornered,V0,3.0,,Boulder,Saint George,Utah
Pinky and the Brain,V2,3.6,1,Boulder,Juliette Boulders,Georgia
Beautiful Gecko,V12,4.0,,Boulder,Sierra Eastside,California
Water Hazard,V10,3.3,,Boulder,Sierra Eastside,California
Buckle your Bible Belt,5.10a PG13,4.0,1,Sport,Minden Boulders,West Virginia
Washboard Abs,V1 PG13,3.0,,Boulder,Buildering Sites,Wisconsin
Red Wall Traverse,V2,3.0,,Boulder,Europe,International
Problem A,V2,3.0,,Boulder,Europe,International
Powerplay,5.9+,3.3,1,Sport,Sierra Eastside,California
